,0,1,2,3,4,5,6,7,8,9,10,11
7437,Philippines,2000,female,75+ years,10,488377,2.05,Philippines2000,0.623,"81,026,300,311",1205,G.I. Generation
7438,Mauritius,1985,male,25-34 years,19,88500,21.47,Mauritius1985,0.575,"1,080,642,033",1223,Boomers
7439,Thailand,1990,female,55-74 years,102,2660151,3.83,Thailand1990,0.5720000000000001,"85,343,063,966",1666,G.I. Generation
7440,Georgia,1997,male,35-54 years,38,557750,6.81,Georgia1997,,"3,510,540,809",828,Boomers
7441,Qatar,2012,male,75+ years,0,3580,0.0,Qatar2012,0.848,"186,833,516,484",93270,Silent
7442,Croatia,1998,female,15-24 years,14,300300,4.66,Croatia1998,,"25,432,144,406",6015,Generation X
7443,Finland,2007,male,15-24 years,89,336401,26.46,Finland2007,,"255,384,615,385",51089,Millenials
7444,Portugal,2007,female,5-14 years,2,541722,0.37,Portugal2007,,"240,169,336,162",24003,Generation Z
7445,Australia,2002,female,25-34 years,103,1444148,7.13,Australia2002,,"394,486,709,920",21474,Generation X
7446,Saint Lucia,2006,female,35-54 years,0,20254,0.0,Saint Lucia2006,,"1,134,193,630",7391,Boomers
7447,Guyana,2012,male,25-34 years,27,50601,53.36,Guyana2012,0.629,"2,861,562,266",4212,Millenials
7448,Saint Vincent and Grenadines,2006,male,5-14 years,0,10674,0.0,Saint Vincent and Grenadines2006,,"610,930,037",6142,Millenials
7449,France,2013,female,75+ years,426,3642541,11.7,France2013,0.887,"2,811,077,725,704",46922,Silent
7450,Poland,1996,male,15-24 years,540,3144200,17.17,Poland1996,,"159,942,880,457",4413,Generation X
7451,Australia,2008,female,55-74 years,97,1974752,4.91,Australia2008,,"1,052,584,601,611",52315,Silent
7452,Saint Vincent and Grenadines,2014,male,55-74 years,0,6680,0.0,Saint Vincent and Grenadines2014,0.72,"725,185,185",7203,Boomers
7453,Cuba,1993,female,75+ years,84,208800,40.23,Cuba1993,,"22,367,254,865",2236,G.I. Generation
7454,Austria,1993,male,75+ years,200,147907,135.22,Austria1993,,"190,379,720,927",25611,G.I. Generation
7455,Malta,2014,male,5-14 years,0,20777,0.0,Malta2014,0.8390000000000001,"11,234,045,376",27634,Generation Z
7456,United Arab Emirates,2005,female,75+ years,0,5259,0.0,United Arab Emirates2005,0.8220000000000001,"180,617,018,380",42196,Silent
7457,Slovenia,2012,female,15-24 years,1,106474,0.94,Slovenia2012,0.878,"46,352,802,766",23820,Millenials
7458,Bulgaria,1989,female,15-24 years,39,606700,6.43,Bulgaria1989,,"21,988,444,444",2617,Generation X
7459,Serbia,2011,female,35-54 years,77,1000759,7.69,Serbia2011,0.7609999999999999,"46,466,728,667",6734,Generation X
7460,United Kingdom,2011,male,25-34 years,553,4222804,13.1,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
7461,Paraguay,1991,male,75+ years,1,25426,3.93,Paraguay1991,,"6,984,367,763",1907,G.I. Generation
7462,Republic of Korea,2015,female,55-74 years,990,5412589,18.29,Republic of Korea2015,,"1,382,764,027,114",28410,Boomers
7463,Costa Rica,1994,male,55-74 years,15,129900,11.55,Costa Rica1994,,"10,432,619,390",3562,Silent
7464,Argentina,2005,female,15-24 years,148,3260468,4.54,Argentina2005,0.775,"198,737,095,012",5590,Millenials
7465,Germany,1995,male,55-74 years,2597,8085300,32.12,Germany1995,0.83,"2,591,620,035,485",33420,Silent
7466,United Kingdom,1994,female,35-54 years,324,7557704,4.29,United Kingdom1994,,"1,140,489,745,944",20927,Boomers
7467,Iceland,2014,female,75+ years,1,11043,9.06,Iceland2014,0.899,"17,304,033,021",56833,Silent
7468,Oman,2014,female,15-24 years,0,264178,0.0,Oman2014,0.7929999999999999,"81,076,723,017",22328,Millenials
7469,Colombia,1994,female,5-14 years,14,3874700,0.36,Colombia1994,,"81,703,500,846",2646,Millenials
7470,Uruguay,1998,male,15-24 years,48,270811,17.72,Uruguay1998,,"25,385,928,198",8420,Generation X
7471,South Africa,2001,male,75+ years,6,196844,3.05,South Africa2001,,"121,600,818,310",2953,Silent
7472,Belgium,2006,female,75+ years,64,550950,11.62,Belgium2006,,"409,813,197,842",41135,Silent
7473,Turkmenistan,2001,female,15-24 years,33,460455,7.17,Turkmenistan2001,,"3,534,803,922",863,Millenials
7474,Sweden,2007,female,25-34 years,28,562738,4.98,Sweden2007,,"487,816,328,342",56531,Generation X
7475,Romania,2000,male,55-74 years,658,1934900,34.01,Romania2000,0.706,"37,438,527,800",1758,Silent
7476,Sri Lanka,1998,female,35-54 years,278,2271131,12.24,Sri Lanka1998,,"15,794,972,847",935,Boomers
7477,Argentina,2001,female,25-34 years,82,2690206,3.05,Argentina2001,,"268,696,750,000",7900,Generation X
7478,Italy,1992,male,25-34 years,486,4431281,10.97,Italy1992,,"1,315,806,985,860",24297,Boomers
7479,Finland,2013,male,35-54 years,194,710389,27.31,Finland2013,0.882,"269,980,111,643",52572,Generation X
7480,Slovakia,2013,male,25-34 years,78,447049,17.45,Slovakia2013,0.84,"98,478,349,315",19226,Millenials
7481,Seychelles,1985,female,5-14 years,0,7700,0.0,Seychelles1985,,"168,887,539",2947,Generation X
7482,Montenegro,2005,male,5-14 years,0,44778,0.0,Montenegro2005,0.75,"2,257,174,481",3870,Millenials
7483,Belarus,2007,female,15-24 years,37,768164,4.82,Belarus2007,,"45,277,399,814",4898,Millenials
7484,Turkmenistan,2009,female,35-54 years,3,590092,0.51,Turkmenistan2009,,"20,214,385,965",4508,Boomers
7485,Bahrain,1998,female,75+ years,0,2312,0.0,Bahrain1998,,"6,183,776,596",11325,G.I. Generation
7486,Cuba,2005,female,35-54 years,114,1755272,6.49,Cuba2005,0.73,"42,643,836,075",4017,Boomers
7487,Brazil,2014,male,55-74 years,1534,12492114,12.28,Brazil2014,0.755,"2,455,993,625,159",12975,Boomers
7488,France,2004,male,35-54 years,3374,8436959,39.99,France2004,,"2,115,742,488,205",37240,Boomers
7489,Suriname,1985,female,35-54 years,7,22600,30.97,Suriname1985,,"873,250,000",2706,Silent
7490,Switzerland,2002,female,35-54 years,151,1109627,13.61,Switzerland2002,,"301,416,810,214",43419,Boomers
7491,Kazakhstan,2014,male,15-24 years,356,1377269,25.85,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Millenials
7492,Saint Lucia,2013,female,15-24 years,0,16134,0.0,Saint Lucia2013,0.7290000000000001,"1,489,928,889",9041,Millenials
7493,Cyprus,2009,male,25-34 years,6,61663,9.73,Cyprus2009,,"25,942,622,951",33816,Generation X
7494,Kyrgyzstan,1995,male,15-24 years,85,420500,20.21,Kyrgyzstan1995,0.562,"1,661,018,519",425,Generation X
7495,Singapore,1998,female,75+ years,20,45000,44.44,Singapore1998,,"85,707,636,233",29150,G.I. Generation
7496,Costa Rica,2013,male,15-24 years,48,418437,11.47,Costa Rica2013,0.764,"49,745,088,112",11443,Millenials
7497,Panama,2011,male,5-14 years,0,355754,0.0,Panama2011,0.759,"34,686,224,300",10403,Generation Z
7498,Romania,2012,male,35-54 years,903,2880956,31.34,Romania2012,0.7879999999999999,"171,664,638,717",9015,Generation X
7499,Trinidad and Tobago,2010,male,55-74 years,21,94335,22.26,Trinidad and Tobago2010,0.772,"22,157,948,396",18000,Silent
7500,Malta,1990,male,5-14 years,0,28900,0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,Generation X
7501,Costa Rica,1986,male,55-74 years,20,93300,21.44,Costa Rica1986,,"5,477,895,475",2389,G.I. Generation
7502,Ukraine,1990,male,25-34 years,1490,3837800,38.82,Ukraine1990,0.705,"81,456,918,679",1698,Boomers
7503,Iceland,2014,male,35-54 years,7,42731,16.38,Iceland2014,0.899,"17,304,033,021",56833,Generation X
7504,El Salvador,1999,male,25-34 years,84,390125,21.53,El Salvador1999,,"11,284,197,000",2229,Generation X
7505,Estonia,1996,male,55-74 years,100,118715,84.24,Estonia1996,,"4,746,109,767",3536,Silent
7506,Bahamas,1987,male,15-24 years,0,26200,0.0,Bahamas1987,,"2,713,999,900",12286,Generation X
7507,Slovenia,2009,male,15-24 years,18,125503,14.34,Slovenia2009,,"50,244,793,832",25872,Millenials
7508,Trinidad and Tobago,1989,male,25-34 years,37,105000,35.24,Trinidad and Tobago1989,,"4,323,058,824",4040,Boomers
7509,Russian Federation,1998,male,25-34 years,7634,10104200,75.55,Russian Federation1998,,"270,953,116,950",1948,Generation X
7510,Romania,2005,female,25-34 years,34,1693275,2.01,Romania2005,0.7509999999999999,"99,697,566,668",4847,Generation X
7511,Azerbaijan,1990,female,75+ years,2,99200,2.02,Azerbaijan1990,,"8,858,006,036",1439,G.I. Generation
7512,Israel,1993,male,35-54 years,69,566800,12.17,Israel1993,,"75,954,641,355",16102,Boomers
7513,Barbados,1994,male,5-14 years,1,21100,4.74,Barbados1994,,"2,151,295,182",8953,Millenials
7514,Ireland,1986,male,25-34 years,47,251300,18.7,Ireland1986,,"28,748,960,471",8937,Boomers
7515,United States,1994,female,75+ years,514,9261000,5.55,United States1994,,"7,308,755,000,000",30375,G.I. Generation
7516,Grenada,1989,female,75+ years,0,1490,0.0,Grenada1989,,"267,327,630",3268,G.I. Generation
7517,Estonia,1995,female,35-54 years,41,200427,20.46,Estonia1995,0.7190000000000001,"4,373,665,146",3224,Boomers
7518,Trinidad and Tobago,1997,female,5-14 years,0,130641,0.0,Trinidad and Tobago1997,,"5,737,751,332",4937,Millenials
7519,Puerto Rico,1985,male,5-14 years,2,368000,0.54,Puerto Rico1985,,"20,289,200,000",6582,Generation X
7520,Kuwait,2005,male,5-14 years,0,195927,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials
7521,Suriname,1998,female,55-74 years,0,22817,0.0,Suriname1998,,"945,000,000",2318,Silent
7522,Poland,2011,female,75+ years,83,1674929,4.96,Poland2011,0.833,"528,832,185,770",14686,Silent
7523,Israel,2008,female,35-54 years,14,831482,1.68,Israel2008,,"215,840,354,627",32874,Boomers
7524,Saint Lucia,2005,male,55-74 years,0,7412,0.0,Saint Lucia2005,0.691,"951,207,366",6292,Silent
7525,Hungary,2002,female,55-74 years,181,1190173,15.21,Hungary2002,,"67,716,887,203",6995,Silent
7526,New Zealand,2001,female,75+ years,9,128740,6.99,New Zealand2001,,"53,872,425,917",14968,Silent
7527,Panama,2011,male,25-34 years,22,294852,7.46,Panama2011,0.759,"34,686,224,300",10403,Millenials
7528,Russian Federation,2005,male,55-74 years,7144,9977150,71.6,Russian Federation2005,,"764,017,107,992",5611,Silent
7529,Puerto Rico,2014,female,15-24 years,2,275354,0.73,Puerto Rico2014,,"102,445,800,000",29515,Millenials
7530,Belize,1986,female,5-14 years,0,18300,0.0,Belize1986,,"227,850,000",1552,Generation X
7531,Switzerland,2012,male,75+ years,129,250132,51.57,Switzerland2012,0.927,"668,043,614,123",87951,Silent
7532,Japan,2002,female,35-54 years,2187,17125000,12.77,Japan2002,,"4,115,116,279,070",34239,Boomers
7533,Czech Republic,2014,female,5-14 years,1,500027,0.2,Czech Republic2014,0.87,"207,818,330,724",20859,Generation Z
7534,Nicaragua,2012,male,5-14 years,6,633724,0.95,Nicaragua2012,0.625,"10,532,001,130",2006,Generation Z
7535,Mexico,1987,female,75+ years,4,599100,0.67,Mexico1987,,"140,263,387,027",2064,G.I. Generation
7536,United Arab Emirates,2005,male,15-24 years,7,454397,1.54,United Arab Emirates2005,0.8220000000000001,"180,617,018,380",42196,Millenials
7537,Russian Federation,2011,male,55-74 years,4892,11401026,42.91,Russian Federation2011,,"2,051,661,732,060",15226,Boomers
7538,Russian Federation,2004,male,25-34 years,7955,10461766,76.04,Russian Federation2004,,"591,016,690,743",4312,Generation X
7539,Romania,1991,female,75+ years,65,559700,11.61,Romania1991,,"28,998,684,211",1351,G.I. Generation
7540,El Salvador,2007,female,15-24 years,57,592288,9.62,El Salvador2007,,"17,011,750,900",3111,Millenials
7541,Saint Vincent and Grenadines,1986,male,75+ years,0,700,0.0,Saint Vincent and Grenadines1986,,"160,846,667",1771,G.I. Generation
7542,Kyrgyzstan,2001,female,25-34 years,9,378112,2.38,Kyrgyzstan2001,,"1,525,112,242",345,Generation X
7543,Seychelles,2001,female,25-34 years,0,7003,0.0,Seychelles2001,,"622,262,057",8257,Generation X
7544,Netherlands,1999,female,25-34 years,80,1236700,6.47,Netherlands1999,,"441,975,282,335",29799,Generation X
7545,Kyrgyzstan,1999,female,75+ years,11,54700,20.11,Kyrgyzstan1999,,"1,249,062,025",291,G.I. Generation
7546,Argentina,1995,male,5-14 years,15,3363300,0.45,Argentina1995,0.731,"258,031,750,000",8232,Millenials
7547,Belgium,2011,female,35-54 years,247,1552522,15.91,Belgium2011,0.8859999999999999,"527,008,453,887",50893,Generation X
7548,Greece,1997,male,25-34 years,68,827622,8.22,Greece1997,,"143,157,600,025",13968,Generation X
7549,South Africa,2002,male,25-34 years,46,3829330,1.2,South Africa2002,,"115,748,110,113",2769,Generation X
7550,France,2008,male,75+ years,1346,1985275,67.8,France2008,,"2,918,382,891,460",49901,Silent
7551,Canada,1995,male,75+ years,146,549900,26.55,Canada1995,0.861,"604,031,623,433",21871,G.I. Generation
7552,Italy,2003,male,75+ years,612,1829091,33.46,Italy2003,,"1,569,649,661,400",28572,Silent
7553,Saint Vincent and Grenadines,2007,male,5-14 years,0,10526,0.0,Saint Vincent and Grenadines2007,,"651,833,333",6539,Generation Z
7554,Armenia,2015,female,35-54 years,4,412360,0.97,Armenia2015,,"10,553,337,673",3775,Generation X
7555,Norway,1990,female,55-74 years,55,410600,13.4,Norway1990,0.8490000000000001,"119,791,683,308",30240,G.I. Generation
7556,Germany,2003,female,25-34 years,225,5161703,4.36,Germany2003,,"2,505,733,634,312",31816,Generation X
7557,Croatia,1996,female,25-34 years,22,338200,6.51,Croatia1996,,"23,678,012,697",5610,Generation X
7558,Saint Vincent and Grenadines,2005,male,75+ years,0,1257,0.0,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Silent
7559,Portugal,1987,female,15-24 years,24,816075,2.94,Portugal1987,,"48,187,667,853",5138,Generation X
7560,Mauritius,2014,male,5-14 years,0,88814,0.0,Mauritius2014,0.777,"12,803,445,934",11120,Generation Z
7561,Lithuania,2000,male,5-14 years,6,262637,2.28,Lithuania2000,0.754,"11,539,211,480",3481,Millenials
7562,United States,1987,female,55-74 years,1596,21497000,7.42,United States1987,,"4,870,217,000,000",21631,G.I. Generation
7563,Uruguay,2004,female,55-74 years,31,303509,10.21,Uruguay2004,,"13,686,329,890",4463,Silent
7564,Hungary,1994,female,35-54 years,310,1507467,20.56,Hungary1994,,"43,160,392,124",4431,Boomers
7565,Iceland,2009,female,75+ years,0,10439,0.0,Iceland2009,,"12,944,114,736",43700,Silent
7566,Russian Federation,2004,female,35-54 years,2668,22956701,11.62,Russian Federation2004,,"591,016,690,743",4312,Boomers
7567,Puerto Rico,2013,female,35-54 years,18,512297,3.51,Puerto Rico2013,,"102,450,000,000",29510,Generation X
7568,Ukraine,2012,male,75+ years,590,878262,67.18,Ukraine2012,0.743,"175,781,379,051",4096,Silent
7569,Netherlands,2002,female,5-14 years,2,969671,0.21,Netherlands2002,,"465,368,906,456",30757,Millenials
7570,Italy,1999,male,75+ years,539,1560919,34.53,Italy1999,,"1,248,563,179,203",23002,G.I. Generation
7571,Russian Federation,2010,male,55-74 years,5178,11174530,46.34,Russian Federation2010,,"1,524,916,112,079",11307,Silent
7572,Australia,1997,female,5-14 years,7,1283025,0.55,Australia1997,,"434,568,007,513",25234,Millenials
7573,Thailand,2004,male,55-74 years,491,3818852,12.86,Thailand2004,,"172,895,476,153",2849,Silent
7574,Latvia,2013,male,75+ years,31,48030,64.54,Latvia2013,0.816,"30,254,677,297",15820,Silent
7575,Russian Federation,2003,female,75+ years,1420,5170321,27.46,Russian Federation2003,,"430,347,770,732",3141,Silent
7576,Kuwait,2013,female,5-14 years,0,251412,0.0,Kuwait2013,0.816,"174,161,142,454",48729,Generation Z
7577,Malta,1994,male,35-54 years,5,52500,9.52,Malta1994,,"2,998,570,147",8775,Boomers
7578,United Kingdom,1997,male,55-74 years,519,5148166,10.08,United Kingdom1997,,"1,552,483,628,029",28091,Silent
7579,Grenada,1989,male,35-54 years,1,6973,14.34,Grenada1989,,"267,327,630",3268,Silent
7580,Bulgaria,2009,male,75+ years,120,222390,53.96,Bulgaria2009,,"51,884,481,410",7186,Silent
7581,Montenegro,2001,female,75+ years,0,14322,0.0,Montenegro2001,,"1,159,869,246",2004,Silent
7582,United Arab Emirates,2010,female,15-24 years,6,385198,1.56,United Arab Emirates2010,0.828,"289,787,338,325",36964,Millenials
7583,Costa Rica,1994,female,35-54 years,7,330200,2.12,Costa Rica1994,,"10,432,619,390",3562,Boomers
7584,Puerto Rico,2011,female,75+ years,1,132081,0.76,Puerto Rico2011,,"100,351,670,000",28876,Silent
7585,Belize,1999,male,25-34 years,4,18320,21.83,Belize1999,,"732,732,350",3615,Generation X
7586,Armenia,2006,male,5-14 years,1,221941,0.45,Armenia2006,,"6,384,451,606",2310,Millenials
7587,Hungary,2006,male,75+ years,204,227029,89.86,Hungary2006,,"115,295,199,392",12021,Silent
7588,United Kingdom,2006,male,35-54 years,1457,8462315,17.22,United Kingdom2006,,"2,692,612,695,492",47163,Boomers
7589,Greece,2004,male,35-54 years,92,1561927,5.89,Greece2004,,"240,521,260,988",22804,Boomers
7590,Republic of Korea,1987,female,35-54 years,229,4388200,5.22,Republic of Korea1987,,"146,133,338,196",3834,Silent
7591,United Kingdom,1990,female,35-54 years,360,7196514,5.0,United Kingdom1990,0.773,"1,093,169,389,205",20411,Silent
7592,Thailand,1998,female,55-74 years,142,3595775,3.95,Thailand1998,,"113,675,706,127",2005,Silent
7593,Austria,2005,female,15-24 years,18,497688,3.62,Austria2005,0.853,"315,974,418,605",40367,Millenials
7594,Maldives,2010,female,25-34 years,0,31331,0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation X
7595,Bulgaria,2011,female,25-34 years,7,509076,1.38,Bulgaria2011,0.775,"57,418,414,504",8137,Millenials
7596,Guatemala,1995,male,5-14 years,3,1479299,0.2,Guatemala1995,0.513,"14,655,404,433",1696,Millenials
7597,France,1996,male,35-54 years,3198,8040100,39.78,France1996,,"1,605,675,086,550",29305,Boomers
7598,Thailand,2008,female,5-14 years,11,4409659,0.25,Thailand2008,,"291,383,081,232",4921,Generation Z
7599,Kiribati,1991,female,75+ years,0,460,0.0,Kiribati1991,,"47,515,189",768,G.I. Generation
7600,Ecuador,2014,female,35-54 years,22,1836144,1.2,Ecuador2014,0.732,"101,726,331,000",7116,Generation X
7601,Romania,2006,female,15-24 years,33,1591081,2.07,Romania2006,,"123,533,036,668",6018,Millenials
7602,Mauritius,1994,female,15-24 years,9,96100,9.37,Mauritius1994,,"3,558,137,040",3658,Generation X
7603,Denmark,2012,male,35-54 years,209,788215,26.52,Denmark2012,0.9209999999999999,"327,148,899,962",62071,Generation X
7604,Iceland,1986,female,15-24 years,1,20900,4.78,Iceland1986,,"3,930,518,366",17681,Generation X
7605,Guyana,2013,female,15-24 years,29,75001,38.67,Guyana2013,0.634,"2,990,006,534",4372,Millenials
7606,Ukraine,1992,female,15-24 years,189,3534200,5.35,Ukraine1992,,"73,942,235,330",1525,Generation X
7607,New Zealand,1991,female,35-54 years,40,433300,9.23,New Zealand1991,,"42,756,020,707",13345,Boomers
7608,Bahamas,2004,female,75+ years,0,4327,0.0,Bahamas2004,,"9,055,290,000",30671,Silent
7609,Austria,2014,male,5-14 years,2,419646,0.48,Austria2014,0.885,"441,885,415,806",54278,Generation Z
7610,Uzbekistan,1997,female,35-54 years,74,2011500,3.68,Uzbekistan1997,,"14,744,603,774",724,Boomers
7611,Australia,2000,female,35-54 years,200,2782583,7.19,Australia2000,0.898,"415,034,227,218",23219,Boomers
7612,Hungary,2016,female,75+ years,120,521024,23.03,Hungary2016,,"125,816,640,421",13448,Silent
7613,Israel,1999,female,25-34 years,12,437200,2.74,Israel1999,,"117,189,920,212",21319,Generation X
7614,Costa Rica,2008,male,5-14 years,1,398343,0.25,Costa Rica2008,,"30,612,932,876",7517,Generation Z
7615,Russian Federation,2003,male,55-74 years,8314,9920853,83.8,Russian Federation2003,,"430,347,770,732",3141,Silent
7616,Kuwait,2011,female,15-24 years,2,232768,0.86,Kuwait2011,0.812,"154,027,536,232",46203,Millenials
7617,Montenegro,2006,male,55-74 years,0,51354,0.0,Montenegro2006,,"2,721,904,403",4654,Silent
